property_type,property,number_data_points,reference_value,mean_absolute_deviation,matched_ingredient_id,data_source
score,score,4,0.87121275,0.04741566666666667,146,kafoodle_pantry
score,score,14,0.8928815714285714,0.03438336263736265,204,kafoodle_pantry
score,score,18,0.8600951111111111,0.03464964705882353,209,kafoodle_pantry
score,score,3,0.84687,0.0,543,kafoodle_pantry
score,score,4,0.8738825,0.08407833333333332,10,kafoodle_pantry
score,score,34,0.8598253529411765,0.048177030303030284,260,kafoodle_pantry
score,score,29,0.9517372413793104,0.04050683497536946,398,kafoodle_pantry
score,score,8,0.857216625,0.041815857142857134,364,kafoodle_pantry
score,score,16,0.94292675,0.0542116,1455,kafoodle_pantry
score,score,52,0.8279445,0.01387821568627452,163,kafoodle_pantry
score,score,67,0.8996365373134327,0.05482492220714612,117,kafoodle_pantry
score,score,1,0.960438,0.0,550,kafoodle_pantry
score,score,123,0.9458164715447155,0.04092108250033318,442,kafoodle_pantry
score,score,77,0.9168868831168832,0.06780280587833222,443,kafoodle_pantry
score,score,13,0.853244,0.0,323,kafoodle_pantry
score,score,103,0.9413407475728155,0.08051269940986105,650,kafoodle_pantry
score,score,295,0.9353138406779661,0.05239433324109306,1456,kafoodle_pantry
score,score,1,0.817758,0.0,55,kafoodle_pantry
score,score,338,0.8633893195266271,0.02370020585394971,54,kafoodle_pantry
score,score,50,0.8409964200000001,0.010558712653061164,1502,kafoodle_pantry
score,score,61,0.923452049180328,0.04757252240437158,510,kafoodle_pantry
score,score,12,0.8315549999999999,0.019101999999999984,470,kafoodle_pantry
score,score,24,0.937113875,0.024883000000000034,124,kafoodle_pantry
score,score,39,0.9036665384615384,0.04425645748987855,421,kafoodle_pantry
score,score,98,0.8760229489795919,0.04165877214390914,705,kafoodle_pantry
score,score,38,0.8701152894736841,0.05465449928876242,471,kafoodle_pantry
score,score,20,0.89328395,0.05103793157894736,1457,kafoodle_pantry
score,score,27,0.8441179629629629,0.022321410256410247,610,kafoodle_pantry
score,score,36,0.989480888888889,0.019836038095238026,400,kafoodle_pantry
score,score,71,0.9580125070422536,0.04918534889336014,402,kafoodle_pantry
score,score,3,0.8081999999999999,1.6653345369377348e-16,642,kafoodle_pantry
score,score,26,0.9246476153846154,0.09042286153846155,232,kafoodle_pantry
score,score,32,0.96058353125,0.028119139112903244,119,kafoodle_pantry
score,score,24,0.832803125,0.03148915217391302,127,kafoodle_pantry
score,score,259,0.9150966872586872,0.060898475472149875,120,kafoodle_pantry
score,score,40,0.86705115,0.035607615384615376,519,kafoodle_pantry
score,score,35,0.8624279428571429,0.03306867394957983,1459,kafoodle_pantry
score,score,123,0.9354344715447155,0.055110667066506726,121,kafoodle_pantry
score,score,1,1.0,0.0,1443,kafoodle_pantry
score,score,17,0.909836,0.07326900000000003,508,kafoodle_pantry
score,score,151,0.8752491258278147,0.07686138772626937,320,kafoodle_pantry
score,score,146,0.9052472808219177,0.045569909872461026,149,kafoodle_pantry
score,score,250,0.888272564,0.08099248735742971,130,kafoodle_pantry
score,score,1,0.908687,0.0,310,kafoodle_pantry
score,score,42,0.908038857142857,0.08987731707317075,48,kafoodle_pantry
score,score,22,0.9251337272727272,0.07843133333333335,233,kafoodle_pantry
score,score,2,0.893399,0.0,479,kafoodle_pantry
score,score,1,0.855095,0.0,16,kafoodle_pantry
score,score,1,0.804271,0.0,480,kafoodle_pantry
score,score,2,0.837306,0.0,365,kafoodle_pantry
score,score,3,0.8329443333333334,0.025691333333333344,485,kafoodle_pantry
score,score,63,0.8307422857142857,0.017637345622119806,103,kafoodle_pantry
score,score,14,0.8327352142857143,0.0045775714285714204,363,kafoodle_pantry
score,score,13,0.8093040000000001,1.2027416100105862e-16,104,kafoodle_pantry
score,score,47,0.8402343617021276,0.005381341350601281,29,kafoodle_pantry
score,score,1,0.806765,0.0,106,kafoodle_pantry
score,score,1,0.802889,0.0,107,kafoodle_pantry
score,score,5,0.830705,0.007345499999999977,41,kafoodle_pantry
score,score,27,0.8230013703703704,0.02600633903133903,688,kafoodle_pantry
score,score,1,0.889273,0.0,169,kafoodle_pantry
score,score,578,0.8818288737024221,0.05202123921008917,122,kafoodle_pantry
score,score,205,0.8928665804878049,0.04824982582496412,131,kafoodle_pantry
score,score,34,0.9045309411764705,0.0005098003565063039,703,kafoodle_pantry
score,score,95,0.8864087894736842,0.060820486002239625,170,kafoodle_pantry
score,score,5,0.9084161999999999,0.04908979999999996,428,kafoodle_pantry
score,score,5,0.9007776,0.04377389999999998,147,kafoodle_pantry
score,score,204,0.8673569019607843,0.029658955858205355,268,kafoodle_pantry
score,score,17,0.8728176470588235,0.06733476470588234,409,kafoodle_pantry
score,score,5,0.8822113999999999,0.047728900000000074,366,kafoodle_pantry
score,score,58,0.9006258275862069,0.043890479128856616,159,kafoodle_pantry
score,score,15,0.9606922666666667,0.025503647619047554,272,kafoodle_pantry
score,score,56,0.9402877499999999,0.02862057272727276,1518,kafoodle_pantry
score,score,33,0.9867639393939394,0.02481761363636367,211,kafoodle_pantry
score,score,280,0.8559603428571428,0.031452453046595004,75,kafoodle_pantry
score,score,225,0.83699452,0.017910586071428557,637,kafoodle_pantry
score,score,1,0.800415,0.0,643,kafoodle_pantry
score,score,110,0.8692255,0.06047818348623852,76,kafoodle_pantry
score,score,178,0.8939187640449437,0.057163400368183834,77,kafoodle_pantry
score,score,19,0.9560582105263159,0.06835389473684206,509,kafoodle_pantry
score,score,40,0.9246439750000001,0.06955940769230769,652,kafoodle_pantry
score,score,41,0.8268675365853659,0.00484374146341463,689,kafoodle_pantry
score,score,35,0.9640976571428571,0.031830643697479004,690,kafoodle_pantry
score,score,14,0.9210011428571429,0.07866782417582417,413,kafoodle_pantry
score,score,2,0.9082995,0.15220899999999993,534,kafoodle_pantry
score,score,2,0.804547,0.0,535,kafoodle_pantry
score,score,29,0.9081833793103449,0.03469706403940885,445,kafoodle_pantry
score,score,638,0.9339759216300941,0.05217437127404615,14,kafoodle_pantry
score,score,2,1.0,0.0,1444,kafoodle_pantry
score,score,18,0.8704346111111111,0.0455696405228758,319,kafoodle_pantry
score,score,123,0.9095848780487805,0.017876377449020396,653,kafoodle_pantry
score,score,41,0.8802856341463414,0.05708108780487804,693,kafoodle_pantry
score,score,3,0.9059783333333332,0.0967683333333334,275,kafoodle_pantry
score,score,14,0.8327330000000001,0.019319076923076935,1,kafoodle_pantry
score,score,17,0.9555914117647059,0.06661288235294119,403,kafoodle_pantry
score,score,49,0.9081382653061225,0.06670769302721087,123,kafoodle_pantry
score,score,1,0.836398,0.0,151,kafoodle_pantry
score,score,125,0.81624388,0.012308090967741941,622,kafoodle_pantry
score,score,41,0.9679824146341462,0.054429895121951274,654,kafoodle_pantry
score,score,17,0.9288959411764706,0.0532203235294118,374,kafoodle_pantry
score,score,1,0.881442,0.0,377,kafoodle_pantry
score,score,19,0.9102220000000001,0.07307866666666665,379,kafoodle_pantry
score,score,11,0.8746919090909091,0.05764225454545453,380,kafoodle_pantry
score,score,9,0.8369195555555555,0.02642994444444445,587,kafoodle_pantry
score,score,3,0.893641,0.03563200000000005,383,kafoodle_pantry
score,score,5,0.89374,0.062232499999999996,384,kafoodle_pantry
score,score,7,0.848118,0.0,386,kafoodle_pantry
score,score,4,0.86219875,0.06464833333333331,387,kafoodle_pantry
score,score,4,0.85391125,0.04353433333333331,590,kafoodle_pantry
score,score,2,0.9371695,0.016423000000000076,592,kafoodle_pantry
score,score,1,0.812433,0.0,388,kafoodle_pantry
score,score,14,0.8537833571428571,0.016703659340659333,115,kafoodle_pantry
score,score,15,0.8291443333333334,0.008888380952380941,1434,kafoodle_pantry
score,score,51,0.8718623137254903,0.05043151372549018,78,kafoodle_pantry
score,score,22,0.8635245454545455,0.05239445021645025,326,kafoodle_pantry
score,score,41,0.8839687804878048,0.0595362426829268,79,kafoodle_pantry
score,score,2,1.0,0.0,251,kafoodle_pantry
score,score,40,0.904554325,0.0768990166666667,1450,kafoodle_pantry
score,score,1,1.0,0.0,404,kafoodle_pantry
score,score,1,0.909698,0.0,132,kafoodle_pantry
score,score,34,0.8635194117647059,0.03135421746880571,269,kafoodle_pantry
score,score,17,0.980498588235294,0.03656514705882361,1445,kafoodle_pantry
score,score,5,0.9765995999999999,0.012531600000000004,171,kafoodle_pantry
score,score,123,0.8818057804878048,0.015013402638944387,655,kafoodle_pantry
score,score,6,0.8553356666666666,0.021757333333333274,656,kafoodle_pantry
score,score,18,0.8542767222222222,0.06968263398692812,228,kafoodle_pantry
score,score,19,0.8762874736842106,0.05498334502923978,243,kafoodle_pantry
score,score,1,1.0,0.0,1438,kafoodle_pantry
score,score,18,0.9831395555555554,0.03173730718954258,419,kafoodle_pantry
score,score,1,0.858094,0.0,282,kafoodle_pantry
score,score,111,0.9023928198198199,0.029855344635544585,325,kafoodle_pantry
score,score,33,0.8405797878787878,0.02182387689393938,238,kafoodle_pantry
score,score,20,0.8403516,0.00787448421052632,499,kafoodle_pantry
score,score,143,0.941803062937063,0.04898002225943072,328,kafoodle_pantry
score,score,36,0.8639724722222222,0.02551145079365076,500,kafoodle_pantry
score,score,165,0.8898432848484849,0.0484672501847746,468,kafoodle_pantry
score,score,71,0.8784854788732395,0.03965294245472839,697,kafoodle_pantry
score,score,43,0.9222991162790698,0.03848333997785164,713,kafoodle_pantry
score,score,14,0.8803186428571428,0.014118318681318666,460,kafoodle_pantry
score,score,1,0.955586,0.0,183,kafoodle_pantry
score,score,11,0.9562939090909091,0.02802578181818185,452,kafoodle_pantry
score,score,12,0.9418775833333334,0.046046893939393915,453,kafoodle_pantry
score,score,2,0.8461195,0.06925099999999995,179,kafoodle_pantry
score,score,3,0.9216136666666667,0.10026466666666667,180,kafoodle_pantry
score,score,1,0.940872,0.0,181,kafoodle_pantry
score,score,4,0.81179875,0.006134499999999969,618,kafoodle_pantry
score,score,45,0.907563311111111,0.03135245050505051,184,kafoodle_pantry
score,score,18,0.8081852222222222,0.007292039215686258,187,kafoodle_pantry
score,score,41,0.8159224390243903,0.006730940243902467,188,kafoodle_pantry
score,score,12,0.9432785,0.004947000000000015,189,kafoodle_pantry
score,score,16,0.9251515625,0.024678225000000054,190,kafoodle_pantry
score,score,16,0.836838875,0.0152153833333333,192,kafoodle_pantry
score,score,16,0.827201375,0.017274283333333324,194,kafoodle_pantry
score,score,2,0.8137975,0.0033009999999999984,193,kafoodle_pantry
score,score,2,0.843683,0.06755,490,kafoodle_pantry
score,score,1,0.974959,0.0,454,kafoodle_pantry
score,score,6,0.8101284999999999,0.006727200000000044,197,kafoodle_pantry
score,score,12,0.92254775,0.042636499999999994,455,kafoodle_pantry
score,score,1,0.8258,0.0,199,kafoodle_pantry
score,score,6,0.8416586666666667,0.014379733333333311,195,kafoodle_pantry
score,score,1,0.951439,0.0,456,kafoodle_pantry
score,score,11,0.9454421818181818,0.04607274545454547,457,kafoodle_pantry
score,score,3,0.8265923333333335,0.0060333333333332795,196,kafoodle_pantry
score,score,15,0.8269744666666666,0.02390094285714283,357,kafoodle_pantry
score,score,1,0.889662,0.0,395,kafoodle_pantry
score,score,70,0.9109148857142858,0.08004749399585923,1442,kafoodle_pantry
score,score,19,0.8986141578947368,0.07415593567251465,396,kafoodle_pantry
score,score,57,0.9303570877192983,0.007683476817042627,429,kafoodle_pantry
score,score,1,0.840949,0.0,133,kafoodle_pantry
score,score,1,0.866516,0.0,80,kafoodle_pantry
score,score,4,0.9486559999999999,0.06845866666666667,111,kafoodle_pantry
score,score,3,0.8440916666666668,0.03921133333333332,699,kafoodle_pantry
score,score,4,0.978511,0.0,284,kafoodle_pantry
score,score,1,0.924795,0.0,336,kafoodle_pantry
score,score,49,0.9059097551020409,0.024356768707483035,397,kafoodle_pantry
score,score,2,0.8315805000000001,0.0029089999999999394,139,kafoodle_pantry
score,score,8,0.861572375,0.039167678571428555,245,kafoodle_pantry
score,score,33,0.8870710909090909,0.05469619318181816,246,kafoodle_pantry
score,score,56,0.8924160714285715,0.028249664935064953,392,kafoodle_pantry
score,score,151,0.8628700860927153,0.03464772768211924,410,kafoodle_pantry
score,score,6,0.9202466666666668,0.03678026666666674,367,kafoodle_pantry
score,score,1,0.987217,0.0,389,kafoodle_pantry
score,score,64,0.886359109375,0.04944068253968254,350,kafoodle_pantry
score,score,54,0.9305196481481481,0.06406641579315166,164,kafoodle_pantry
score,score,51,0.9006211568627451,0.011912450196078402,153,kafoodle_pantry
score,score,1,0.816184,0.0,473,kafoodle_pantry
score,score,3,0.815204,0.025532000000000055,125,kafoodle_pantry
score,score,47,0.8566556382978724,0.052830714153561525,422,kafoodle_pantry
score,score,45,0.9384794444444444,0.042690813131313135,520,kafoodle_pantry
score,score,10,0.8924029000000001,0.027757200000000013,474,kafoodle_pantry
score,score,64,0.8484765,0.046313190476190466,502,kafoodle_pantry
score,score,30,0.8806680666666667,0.009176436781609211,706,kafoodle_pantry
score,score,28,0.8987510357142857,0.045463449735449725,475,kafoodle_pantry
score,score,31,0.8376343225806452,0.00014464516129031695,53,kafoodle_pantry
score,score,7,0.9611849999999998,0.0035519999999999072,691,kafoodle_pantry
score,score,63,0.8933180158730158,0.016601502304147496,694,kafoodle_pantry
score,score,4,0.87658675,0.01689566666666668,673,kafoodle_pantry
score,score,3,0.878962,0.021583999999999992,675,kafoodle_pantry
score,score,1,0.861455,0.0,676,kafoodle_pantry
score,score,2,0.807168,0.012124000000000024,677,kafoodle_pantry
score,score,2,0.887502,0.0,680,kafoodle_pantry
score,score,6,0.8993905,0.02230979999999998,681,kafoodle_pantry
score,score,17,0.9032420588235294,0.0058723897058824,682,kafoodle_pantry
score,score,2,0.8472945000000001,0.0937929999999999,683,kafoodle_pantry
score,score,4,0.847243,0.04807066666666667,684,kafoodle_pantry
score,score,6,0.8454841666666667,0.032709866666666663,685,kafoodle_pantry
score,score,6,0.8628208333333333,0.04528820000000002,686,kafoodle_pantry
score,score,3,0.9483669999999998,1.6653345369377348e-16,446,kafoodle_pantry
score,score,23,0.9526359999999999,0.06889309090909093,1495,kafoodle_pantry
score,score,45,0.8619021777777778,0.05708401010101008,244,kafoodle_pantry
score,score,1,0.97999,0.0,285,kafoodle_pantry
score,score,14,0.965473,0.007355999999999961,559,kafoodle_pantry
score,score,5,0.945561,0.0816585,212,kafoodle_pantry
score,score,4,0.8914975,0.10683266666666665,351,kafoodle_pantry
score,score,76,0.9568559473684211,0.008815489122807042,430,kafoodle_pantry
score,score,82,0.803146,0.0,596,kafoodle_pantry
score,score,17,0.919791294117647,0.043054544117647045,1507,kafoodle_pantry
score,score,1,0.914462,0.0,313,kafoodle_pantry
score,score,43,0.9167402558139534,0.01246331893687703,1460,kafoodle_pantry
score,score,21,0.884884761904762,0.033934304761904704,1500,kafoodle_pantry
score,score,73,0.8648758219178083,0.038053563165905635,1514,kafoodle_pantry
score,score,5,0.8561780000000001,0.04553250000000006,1498,kafoodle_pantry
score,score,39,0.9117879487179488,0.09285479082321188,424,kafoodle_pantry
score,score,22,0.8139387727272728,0.006664329004328996,337,kafoodle_pantry
score,score,1,0.869888,0.0,352,kafoodle_pantry
score,score,273,0.9407962417582418,0.07269873254686489,56,kafoodle_pantry
score,score,30,0.9134588666666666,0.07302262988505748,286,kafoodle_pantry
score,score,19,0.8341266315789474,0.016738134502923982,1505,kafoodle_pantry
score,score,164,0.8859058658536585,0.07553839323657041,172,kafoodle_pantry
score,score,41,0.9282278292682927,0.05042884634146344,659,kafoodle_pantry
score,score,20,0.9196948,0.025820968421052602,660,kafoodle_pantry
score,score,137,0.9254791167883212,0.05974039104765995,411,kafoodle_pantry
score,score,2,0.881724,0.11207400000000001,536,kafoodle_pantry
score,score,87,0.9320868620689654,0.05056115236567759,412,kafoodle_pantry
score,score,16,0.8990431875,0.018821941666666658,287,kafoodle_pantry
score,score,24,0.9984430416666666,0.003113916666666692,1435,kafoodle_pantry
score,score,18,0.8819632222222222,0.01209181699346408,537,kafoodle_pantry
score,score,1,0.95607,0.0,288,kafoodle_pantry
score,score,10,0.8610778,0.05385506666666665,2,kafoodle_pantry
score,score,187,0.8974230267379679,0.03602101696279685,1461,kafoodle_pantry
score,score,3,0.8204923333333333,0.009496333333333329,629,kafoodle_pantry
score,score,51,0.8604869411764705,0.03692255999999998,353,kafoodle_pantry
score,score,28,0.9499369285714286,0.011125126984127013,447,kafoodle_pantry
score,score,7,0.8067954285714285,0.008650857142857071,700,kafoodle_pantry
score,score,57,0.8450122280701755,0.012504560776942342,22,kafoodle_pantry
score,score,47,0.905147425531915,0.038125361702127665,448,kafoodle_pantry
score,score,74,0.8770595945945946,0.023168513883746765,1497,kafoodle_pantry
score,score,20,1.0,0.0,661,kafoodle_pantry
score,score,24,0.9549358333333333,0.06269797101449276,247,kafoodle_pantry
score,score,231,0.8599027056277057,0.032687873894221724,270,kafoodle_pantry
score,score,185,0.8728685567567568,0.040376364923619276,271,kafoodle_pantry
score,score,52,0.9891939423076923,0.020764581447963802,662,kafoodle_pantry
score,score,59,0.8758038305084747,0.04639030157802454,600,kafoodle_pantry
score,score,9,0.8256413333333332,0.01762324999999998,354,kafoodle_pantry
score,score,3,0.819195,0.008936,632,kafoodle_pantry
score,score,5,0.959468,0.0,524,kafoodle_pantry
score,score,76,0.8797255131578947,0.04573434912280701,49,kafoodle_pantry
score,score,30,0.8656018,0.03053384827586205,229,kafoodle_pantry
score,score,1,0.912243,0.0,602,kafoodle_pantry
score,score,6,0.8209274999999999,0.007264999999999943,116,kafoodle_pantry
score,score,33,0.8639264545454546,0.05934602272727271,435,kafoodle_pantry
score,score,65,0.8524694461538461,0.0027426774038461464,573,kafoodle_pantry
score,score,37,0.9209448648648648,0.026963879879879898,701,kafoodle_pantry
score,score,6,0.9248514999999999,0.026731800000000038,1515,kafoodle_pantry
score,score,4,1.0,0.0,50,kafoodle_pantry
score,score,1,0.839017,0.0,140,kafoodle_pantry
score,score,196,0.8923052142857142,0.07301425201465202,415,kafoodle_pantry
score,score,2,0.956582,0.08683600000000002,1436,kafoodle_pantry
score,score,73,0.9772511780821919,0.036650879756468746,663,kafoodle_pantry
score,score,2,1.0,0.0,1447,kafoodle_pantry
score,score,81,0.8461825185185186,0.02365835462962963,603,kafoodle_pantry
score,score,6,0.8646483333333334,0.05703853333333335,51,kafoodle_pantry
score,score,14,0.8245847142857142,0.02313916483516482,449,kafoodle_pantry
score,score,6,0.8387676666666666,0.013449866666666699,1439,kafoodle_pantry
score,score,86,0.9106122558139534,0.058890749110807106,702,kafoodle_pantry
score,score,37,0.8614855675675676,0.04168928828828827,248,kafoodle_pantry
score,score,112,0.8733979821428571,0.04847434105534105,664,kafoodle_pantry
score,score,61,0.9421330491803278,0.015153078142076556,450,kafoodle_pantry
score,score,10,0.8673709000000001,0.027804555555555586,370,kafoodle_pantry
score,score,2,0.824912,0.0,561,kafoodle_pantry
score,score,2,0.9087775,0.18244499999999997,214,kafoodle_pantry
score,score,57,0.9312642456140351,0.06455358458646616,437,kafoodle_pantry
score,score,9,0.8857414444444445,0.032364305555555556,371,kafoodle_pantry
score,score,71,0.8699147605633802,0.03006785794768609,525,kafoodle_pantry
score,score,6,0.929534,0.06334919999999997,215,kafoodle_pantry
score,score,1,1.0,0.0,1441,kafoodle_pantry
score,score,6,0.8346991666666667,0.009709666666666705,646,kafoodle_pantry
score,score,5,0.8495041999999999,0.03549179999999999,109,kafoodle_pantry
score,score,10,0.8971593,0.051832199999999995,113,kafoodle_pantry
score,score,43,0.8198984418604652,0.01081042081949059,114,kafoodle_pantry
score,score,2,0.900077,0.0,70,kafoodle_pantry
score,score,3,0.821697,0.01466400000000001,81,kafoodle_pantry
score,score,5,0.886228,0.06887399999999996,216,kafoodle_pantry
score,score,202,0.9130674554455446,0.07400852381656076,451,kafoodle_pantry
score,score,8,0.868187375,0.062125857142857156,372,kafoodle_pantry
score,score,5,0.8416195999999999,0.01721880000000009,708,kafoodle_pantry
score,score,49,0.9191750408163265,0.07506386394557821,512,kafoodle_pantry
score,score,4,0.9115415,0.052069333333333336,217,kafoodle_pantry
score,score,11,0.9210874545454545,0.002911418181818137,417,kafoodle_pantry
score,score,21,0.8908573333333333,0.023661466666666704,26,kafoodle_pantry
score,score,2,0.8214475000000001,0.019181000000000004,358,kafoodle_pantry
score,score,26,0.8599127692307692,0.0053197907692307525,355,kafoodle_pantry
score,score,31,0.9161806129032258,0.08940734623655915,439,kafoodle_pantry
score,score,228,0.930494701754386,0.06670125774789393,28,kafoodle_pantry
score,score,61,0.9467226885245902,0.027289196721311457,440,kafoodle_pantry
score,score,1,0.864081,0.0,416,kafoodle_pantry
score,score,17,0.825978411764706,0.027981617647058837,605,kafoodle_pantry
score,score,97,0.8744604948453607,0.05568431636597936,71,kafoodle_pantry
score,score,232,0.8608356853448276,0.006191053739364113,1512,kafoodle_pantry
score,score,280,0.8862539892857143,0.04603990732206862,1510,kafoodle_pantry
score,score,110,0.8646496272727272,0.028001671726438703,72,kafoodle_pantry
score,score,64,0.829294046875,0.010404325892857174,1511,kafoodle_pantry
score,score,4,0.8682905,0.07199366666666662,73,kafoodle_pantry
score,score,21,0.9168776666666667,0.03925086666666666,709,kafoodle_pantry
score,score,220,0.8599085272727273,0.036813968949771694,4,kafoodle_pantry
score,score,3,0.916397,0.04559599999999997,570,kafoodle_pantry
score,score,2,0.938054,0.0,166,kafoodle_pantry
score,score,28,0.8752109642857143,0.052342693121693144,334,kafoodle_pantry
score,score,3,0.9195129999999999,1.6653345369377348e-16,441,kafoodle_pantry
score,score,1,0.814236,0.0,1516,kafoodle_pantry
score,score,34,0.9242604705882352,0.05603436363636363,390,kafoodle_pantry
score,score,2,0.8859,0.0,1453,kafoodle_pantry
score,score,108,0.8900929907407408,0.055026998442367615,571,kafoodle_pantry
score,score,92,0.9022262065217391,0.08379701361681798,406,kafoodle_pantry
score,score,12,0.8408665833333334,0.006364833333333305,513,kafoodle_pantry
score,score,88,0.8655097272727272,0.039223105538139985,154,kafoodle_pantry
score,score,139,0.907655618705036,0.05070595068293192,134,kafoodle_pantry
score,score,49,0.869003081632653,0.01750738265306122,393,kafoodle_pantry
score,score,6,0.9219589999999999,1.3322676295501878e-16,294,kafoodle_pantry
score,score,66,0.9372828484848486,0.04900832167832168,521,kafoodle_pantry
score,score,231,0.8994441471861471,0.04672315358554489,141,kafoodle_pantry
score,score,19,0.8652855263157896,0.033658409356725136,152,kafoodle_pantry
score,score,2,0.9167285000000001,0.09124499999999991,295,kafoodle_pantry
score,score,14,0.9815185,0.025589769230769242,407,kafoodle_pantry
score,score,1,0.80204,0.0,574,kafoodle_pantry
score,score,8,0.8613896249999999,0.00848475000000001,566,kafoodle_pantry
score,score,51,0.9217623137254902,0.04115048313725487,173,kafoodle_pantry
score,score,5,0.8865082,0.1134918,1448,kafoodle_pantry
score,score,130,0.8377311384615386,0.02038340727489569,67,kafoodle_pantry
score,score,23,0.991787652173913,0.016424695652173995,135,kafoodle_pantry
score,score,21,0.8299585238095238,0.02485058571428574,1506,kafoodle_pantry
score,score,6,1.0,0.0,136,kafoodle_pantry
score,score,58,0.9425142586206896,0.07664765517241381,665,kafoodle_pantry
score,score,2,0.9516375,0.05637099999999995,394,kafoodle_pantry
score,score,1,0.931744,0.0,1499,kafoodle_pantry
score,score,18,0.8274789444444444,1.1111111114841108e-07,710,kafoodle_pantry
score,score,48,1.0,0.0,1513,kafoodle_pantry
score,score,1,0.924922,0.0,296,kafoodle_pantry
score,score,1,0.827613,0.0,241,kafoodle_pantry
score,score,140,0.9038413857142857,0.059984486947584785,30,kafoodle_pantry
score,score,38,0.8283464736842105,0.0017044893314366706,648,kafoodle_pantry
score,score,83,0.9298274819277108,0.05871866794005291,1504,kafoodle_pantry
score,score,3,0.9531546666666667,0.034036666666666604,36,kafoodle_pantry
score,score,8,0.857631,0.01832914285714287,37,kafoodle_pantry
score,score,26,0.8340769615384616,0.038071230769230795,52,kafoodle_pantry
score,score,284,0.9056050211267606,0.03461465171950428,340,kafoodle_pantry
score,score,7,0.8583895714285713,0.03346490476190478,623,kafoodle_pantry
score,score,37,0.856600027027027,0.0294122642642642,547,kafoodle_pantry
score,score,55,0.9326586545454545,0.05487072592592591,143,kafoodle_pantry
score,score,1,0.949635,0.0,218,kafoodle_pantry
score,score,1,0.945051,0.0,221,kafoodle_pantry
score,score,3,0.853088,0.07742100000000002,225,kafoodle_pantry
score,score,1,0.951463,0.0,226,kafoodle_pantry
score,score,46,0.8780687173913044,0.027544350724637665,608,kafoodle_pantry
score,score,1,0.885243,0.0,7,kafoodle_pantry
score,score,4,0.9070050000000001,0.07793066666666666,297,kafoodle_pantry
score,score,177,0.9114033446327683,0.037038643233179264,342,kafoodle_pantry
score,score,42,0.8257764047619047,0.018339471544715397,68,kafoodle_pantry
score,score,150,0.8698838933333334,0.03520181637583893,63,kafoodle_pantry
score,score,5,0.8738507999999999,0.055831800000000015,69,kafoodle_pantry
score,score,3,0.806838,0.0,64,kafoodle_pantry
score,score,99,0.8657120808080808,0.016230549165120605,639,kafoodle_pantry
score,score,37,0.8946653783783783,0.036779510510510496,38,kafoodle_pantry
score,score,68,0.89816825,0.03107839552238806,321,kafoodle_pantry
score,score,3,0.8121913333333334,0.0036593333333332922,533,kafoodle_pantry
score,score,1,0.886732,0.0,556,kafoodle_pantry
score,score,51,0.9302745686274511,0.06693641411764707,1437,kafoodle_pantry
score,score,2,0.941549,0.0,150,kafoodle_pantry
score,score,183,0.8833243114754098,0.0321083341740227,137,kafoodle_pantry
score,score,102,0.8405819509803921,0.03856675791108523,144,kafoodle_pantry
score,score,18,0.9092457777777779,0.03980564705882353,711,kafoodle_pantry
score,score,2,0.8579939999999999,0.08354800000000007,1462,kafoodle_pantry
score,score,7,0.8886434285714285,0.05236657142857143,299,kafoodle_pantry
score,score,64,0.9514511718750001,0.06935546874999997,408,kafoodle_pantry
score,score,1,0.927394,0.0,301,kafoodle_pantry
score,score,6,0.8912001666666667,0.04008819999999995,613,kafoodle_pantry
score,score,96,0.8655349999999999,0.016370484210526302,231,kafoodle_pantry
score,score,21,0.9236484761904762,0.047054619047619026,1463,kafoodle_pantry
score,score,295,0.8626515389830508,0.05696098438833156,148,kafoodle_pantry
score,score,1,0.895199,0.0,497,kafoodle_pantry
score,score,1,0.821141,0.0,359,kafoodle_pantry
score,score,2,0.84502,0.0,250,kafoodle_pantry
score,score,14,1.0,0.0,1449,kafoodle_pantry
score,score,49,0.975221836734694,0.04336178571428564,666,kafoodle_pantry
score,score,86,0.9167886162790698,0.07849787058823529,667,kafoodle_pantry
score,score,3,0.8381126666666666,0.0017783333333333817,27,kafoodle_pantry
score,score,4,0.919636,0.06513999999999998,157,kafoodle_pantry
score,score,40,0.871257125,0.0370742884615385,161,kafoodle_pantry
score,score,3,0.9527636666666668,0.020593333333333352,634,kafoodle_pantry
score,score,30,0.8057598666666668,0.006542675862068995,45,kafoodle_pantry
score,score,199,0.9000948291457286,0.06736117948327495,82,kafoodle_pantry
score,score,90,0.8219138333333333,0.010740771535580522,638,kafoodle_pantry
score,score,3,0.9173763333333333,0.10399733333333333,83,kafoodle_pantry
score,score,23,0.9150115217391305,0.019652011857707485,712,kafoodle_pantry
score,score,57,0.9567760175438597,0.04644311967418547,162,kafoodle_pantry
score,score,8,0.9316608749999999,0.0606330357142857,322,kafoodle_pantry
score,score,76,0.9132951315789475,0.06842260982456141,1503,kafoodle_pantry
score,score,30,0.8306341666666667,0.02533540229885056,65,kafoodle_pantry
score,score,68,0.8554636176470588,0.02511706760316068,66,kafoodle_pantry
score,score,15,0.8304212,0.03334431428571428,498,kafoodle_pantry
score,score,1,0.904413,0.0,714,kafoodle_pantry
score,score,28,0.9613299642857143,0.011302261904761883,715,kafoodle_pantry
score,score,1,0.816928,0.0,716,kafoodle_pantry
