property_type,property,number_data_points,reference_value,mean_absolute_deviation,matched_ingredient_id,data_source
allergen,gluten_wheat,14,0.0,0.15384615384615385,1,kafoodle_pantry
allergen,lupin,14,0.0,0.0,1,kafoodle_pantry
allergen,milk,14,0.0,0.15384615384615385,1,kafoodle_pantry
allergen,molluscs,14,0.0,0.0,1,kafoodle_pantry
allergen,mustard,14,0.0,0.0,1,kafoodle_pantry
allergen,nuts,14,0.0,0.0,1,kafoodle_pantry
allergen,nuts_almonds,14,0.0,0.0,1,kafoodle_pantry
allergen,nuts_brazil,14,0.0,0.0,1,kafoodle_pantry
allergen,nuts_cashews,14,0.0,0.0,1,kafoodle_pantry
allergen,nuts_hazelnuts,14,0.0,0.0,1,kafoodle_pantry
allergen,nuts_macadamia,14,0.0,0.0,1,kafoodle_pantry
allergen,nuts_pecans,14,0.0,0.0,1,kafoodle_pantry
allergen,nuts_pistachios,14,0.0,0.0,1,kafoodle_pantry
allergen,nuts_walnuts,14,0.0,0.0,1,kafoodle_pantry
allergen,peanuts,14,0.0,0.0,1,kafoodle_pantry
allergen,sesame_seeds,14,0.0,0.0,1,kafoodle_pantry
allergen,soya,14,0.0,0.0,1,kafoodle_pantry
allergen,sulphur_dioxide,14,0.0,0.0,1,kafoodle_pantry
allergen,celery,17,0.0,0.0,403,kafoodle_pantry
allergen,crustaceans,17,0.0,0.0,403,kafoodle_pantry
allergen,eggs,17,0.0,0.0,403,kafoodle_pantry
allergen,fish,17,0.0,0.0,403,kafoodle_pantry
allergen,gluten,17,0.0,0.0625,403,kafoodle_pantry
allergen,gluten_barley,17,0.0,0.0,403,kafoodle_pantry
allergen,gluten_oats,17,0.0,0.0,403,kafoodle_pantry
allergen,gluten_rye,17,0.0,0.0,403,kafoodle_pantry
allergen,gluten_wheat,17,0.0,0.0625,403,kafoodle_pantry
allergen,lupin,17,0.0,0.0,403,kafoodle_pantry
allergen,milk,17,0.0,0.0625,403,kafoodle_pantry
allergen,molluscs,17,0.0,0.0,403,kafoodle_pantry
allergen,mustard,17,0.0,0.0,403,kafoodle_pantry
allergen,nuts,17,0.0,0.0625,403,kafoodle_pantry
allergen,nuts_almonds,17,0.0,0.0625,403,kafoodle_pantry
allergen,nuts_brazil,17,0.0,0.0625,403,kafoodle_pantry
allergen,nuts_cashews,17,0.0,0.0625,403,kafoodle_pantry
allergen,nuts_hazelnuts,17,0.0,0.0625,403,kafoodle_pantry
allergen,nuts_macadamia,17,0.0,0.0625,403,kafoodle_pantry
allergen,nuts_pecans,17,0.0,0.0625,403,kafoodle_pantry
allergen,nuts_pistachios,17,0.0,0.0625,403,kafoodle_pantry
allergen,nuts_walnuts,17,0.0,0.0625,403,kafoodle_pantry
allergen,peanuts,17,0.0,0.0625,403,kafoodle_pantry
allergen,sesame_seeds,17,0.0,0.0625,403,kafoodle_pantry
allergen,soya,17,0.0,0.0625,403,kafoodle_pantry
allergen,sulphur_dioxide,17,0.0,0.0625,403,kafoodle_pantry
allergen,celery,49,0.0,0.0,123,kafoodle_pantry
allergen,crustaceans,49,0.0,0.0,123,kafoodle_pantry
allergen,eggs,49,0.0,0.0,123,kafoodle_pantry
allergen,fish,49,0.0,0.0,123,kafoodle_pantry
allergen,gluten,49,0.0,0.0,123,kafoodle_pantry
allergen,gluten_barley,49,0.0,0.0,123,kafoodle_pantry
allergen,gluten_oats,49,0.0,0.0,123,kafoodle_pantry
allergen,gluten_rye,49,0.0,0.0,123,kafoodle_pantry
allergen,gluten_wheat,49,0.0,0.0,123,kafoodle_pantry
allergen,lupin,49,0.0,0.0,123,kafoodle_pantry
allergen,milk,49,0.0,0.0,123,kafoodle_pantry
allergen,molluscs,49,0.0,0.0,123,kafoodle_pantry
allergen,mustard,49,0.0,0.0,123,kafoodle_pantry
allergen,nuts,49,0.0,0.0,123,kafoodle_pantry
allergen,nuts_almonds,49,0.0,0.0,123,kafoodle_pantry
allergen,nuts_brazil,49,0.0,0.0,123,kafoodle_pantry
allergen,nuts_cashews,49,0.0,0.0,123,kafoodle_pantry
allergen,nuts_hazelnuts,49,0.0,0.0,123,kafoodle_pantry
allergen,nuts_macadamia,49,0.0,0.0,123,kafoodle_pantry
allergen,nuts_pecans,49,0.0,0.0,123,kafoodle_pantry
allergen,nuts_pistachios,49,0.0,0.0,123,kafoodle_pantry
allergen,nuts_walnuts,49,0.0,0.0,123,kafoodle_pantry
allergen,peanuts,49,0.0,0.0,123,kafoodle_pantry
allergen,sesame_seeds,49,0.0,0.0,123,kafoodle_pantry
allergen,soya,49,0.0,0.0,123,kafoodle_pantry
allergen,sulphur_dioxide,49,0.0,0.0,123,kafoodle_pantry
allergen,celery,1,0.0,0.0,151,kafoodle_pantry
allergen,crustaceans,1,0.0,0.0,151,kafoodle_pantry
allergen,eggs,1,0.0,0.0,151,kafoodle_pantry
allergen,fish,1,0.0,0.0,151,kafoodle_pantry
allergen,gluten,1,0.0,0.0,151,kafoodle_pantry
allergen,gluten_barley,1,0.0,0.0,151,kafoodle_pantry
allergen,gluten_oats,1,0.0,0.0,151,kafoodle_pantry
allergen,gluten_rye,1,0.0,0.0,151,kafoodle_pantry
allergen,gluten_wheat,1,0.0,0.0,151,kafoodle_pantry
allergen,lupin,1,0.0,0.0,151,kafoodle_pantry
allergen,milk,1,0.0,0.0,151,kafoodle_pantry
allergen,molluscs,1,0.0,0.0,151,kafoodle_pantry
allergen,mustard,1,0.0,0.0,151,kafoodle_pantry
allergen,nuts,1,0.0,0.0,151,kafoodle_pantry
allergen,nuts_almonds,1,0.0,0.0,151,kafoodle_pantry
allergen,nuts_brazil,1,0.0,0.0,151,kafoodle_pantry
allergen,nuts_cashews,1,0.0,0.0,151,kafoodle_pantry
allergen,nuts_hazelnuts,1,0.0,0.0,151,kafoodle_pantry
allergen,nuts_macadamia,1,0.0,0.0,151,kafoodle_pantry
allergen,nuts_pecans,1,0.0,0.0,151,kafoodle_pantry
allergen,nuts_pistachios,1,0.0,0.0,151,kafoodle_pantry
allergen,nuts_walnuts,1,0.0,0.0,151,kafoodle_pantry
allergen,peanuts,1,0.0,0.0,151,kafoodle_pantry
allergen,sesame_seeds,1,0.0,0.0,151,kafoodle_pantry
allergen,soya,1,0.0,0.0,151,kafoodle_pantry
allergen,sulphur_dioxide,1,0.0,0.0,151,kafoodle_pantry
allergen,celery,125,0.0,0.0,622,kafoodle_pantry
allergen,crustaceans,125,0.0,0.0,622,kafoodle_pantry
allergen,eggs,125,0.0,0.0,622,kafoodle_pantry
allergen,fish,125,0.0,0.0,622,kafoodle_pantry
allergen,gluten,125,0.0,0.0,622,kafoodle_pantry
allergen,gluten_barley,125,0.0,0.0,622,kafoodle_pantry
allergen,gluten_oats,125,0.0,0.0,622,kafoodle_pantry
allergen,gluten_rye,125,0.0,0.0,622,kafoodle_pantry
allergen,gluten_wheat,125,0.0,0.0,622,kafoodle_pantry
allergen,lupin,125,0.0,0.0,622,kafoodle_pantry
allergen,milk,125,0.0,0.0,622,kafoodle_pantry
allergen,molluscs,125,0.0,0.0,622,kafoodle_pantry
allergen,mustard,125,0.0,0.0,622,kafoodle_pantry
allergen,nuts,125,0.0,0.0,622,kafoodle_pantry
allergen,nuts_almonds,125,0.0,0.0,622,kafoodle_pantry
allergen,nuts_brazil,125,0.0,0.0,622,kafoodle_pantry
allergen,nuts_cashews,125,0.0,0.0,622,kafoodle_pantry
allergen,nuts_hazelnuts,125,0.0,0.0,622,kafoodle_pantry
allergen,nuts_macadamia,125,0.0,0.0,622,kafoodle_pantry
allergen,nuts_pecans,125,0.0,0.0,622,kafoodle_pantry
allergen,nuts_pistachios,125,0.0,0.0,622,kafoodle_pantry
allergen,nuts_walnuts,125,0.0,0.0,622,kafoodle_pantry
allergen,peanuts,125,0.0,0.0,622,kafoodle_pantry
allergen,sesame_seeds,125,0.0,0.0,622,kafoodle_pantry
allergen,soya,125,0.0,0.0,622,kafoodle_pantry
allergen,sulphur_dioxide,125,0.0,0.008064516129032258,622,kafoodle_pantry
allergen,celery,41,0.0,0.0,654,kafoodle_pantry
allergen,crustaceans,41,0.0,0.0,654,kafoodle_pantry
allergen,eggs,41,0.0,0.0,654,kafoodle_pantry
allergen,fish,41,0.0,0.0,654,kafoodle_pantry
allergen,gluten,41,0.0,0.0,654,kafoodle_pantry
allergen,gluten_barley,41,0.0,0.0,654,kafoodle_pantry
allergen,gluten_oats,41,0.0,0.0,654,kafoodle_pantry
allergen,gluten_rye,41,0.0,0.0,654,kafoodle_pantry
allergen,gluten_wheat,41,0.0,0.0,654,kafoodle_pantry
allergen,lupin,41,0.0,0.0,654,kafoodle_pantry
allergen,milk,41,0.0,0.0,654,kafoodle_pantry
allergen,molluscs,41,0.0,0.0,654,kafoodle_pantry
allergen,mustard,41,0.0,0.0,654,kafoodle_pantry
allergen,nuts,41,0.0,0.0,654,kafoodle_pantry
allergen,nuts_almonds,41,0.0,0.0,654,kafoodle_pantry
allergen,nuts_brazil,41,0.0,0.0,654,kafoodle_pantry
allergen,nuts_cashews,41,0.0,0.0,654,kafoodle_pantry
allergen,nuts_hazelnuts,41,0.0,0.0,654,kafoodle_pantry
allergen,nuts_macadamia,41,0.0,0.0,654,kafoodle_pantry
allergen,nuts_pecans,41,0.0,0.0,654,kafoodle_pantry
allergen,nuts_pistachios,41,0.0,0.0,654,kafoodle_pantry
allergen,nuts_walnuts,41,0.0,0.0,654,kafoodle_pantry
allergen,peanuts,41,0.0,0.0,654,kafoodle_pantry
allergen,sesame_seeds,41,0.0,0.0,654,kafoodle_pantry
allergen,soya,41,0.0,0.0,654,kafoodle_pantry
allergen,sulphur_dioxide,41,0.0,0.0,654,kafoodle_pantry
allergen,celery,17,0.0,0.0,374,kafoodle_pantry
allergen,crustaceans,17,0.0,0.0,374,kafoodle_pantry
allergen,eggs,17,0.0,0.0,374,kafoodle_pantry
allergen,fish,17,0.0,0.0,374,kafoodle_pantry
allergen,gluten,17,0.0,0.0,374,kafoodle_pantry
allergen,gluten_barley,17,0.0,0.0,374,kafoodle_pantry
allergen,gluten_oats,17,0.0,0.0,374,kafoodle_pantry
allergen,gluten_rye,17,0.0,0.0,374,kafoodle_pantry
allergen,gluten_wheat,17,0.0,0.0,374,kafoodle_pantry
allergen,lupin,17,0.0,0.0,374,kafoodle_pantry
allergen,milk,17,0.0,0.0,374,kafoodle_pantry
allergen,molluscs,17,0.0,0.0,374,kafoodle_pantry
allergen,mustard,17,0.0,0.0,374,kafoodle_pantry
allergen,nuts,17,0.0,0.0,374,kafoodle_pantry
allergen,nuts_almonds,17,0.0,0.0,374,kafoodle_pantry
allergen,nuts_brazil,17,0.0,0.0,374,kafoodle_pantry
allergen,nuts_cashews,17,0.0,0.0,374,kafoodle_pantry
allergen,nuts_hazelnuts,17,0.0,0.0,374,kafoodle_pantry
allergen,nuts_macadamia,17,0.0,0.0,374,kafoodle_pantry
allergen,nuts_pecans,17,0.0,0.0,374,kafoodle_pantry
allergen,nuts_pistachios,17,0.0,0.0,374,kafoodle_pantry
allergen,nuts_walnuts,17,0.0,0.0,374,kafoodle_pantry
allergen,peanuts,17,0.0,0.0,374,kafoodle_pantry
allergen,sesame_seeds,17,0.0,0.0,374,kafoodle_pantry
allergen,soya,17,0.0,0.0,374,kafoodle_pantry
allergen,sulphur_dioxide,17,1.0,0.1875,374,kafoodle_pantry
allergen,celery,1,0.0,0.0,377,kafoodle_pantry
allergen,crustaceans,1,0.0,0.0,377,kafoodle_pantry
allergen,eggs,1,0.0,0.0,377,kafoodle_pantry
allergen,fish,1,0.0,0.0,377,kafoodle_pantry
allergen,gluten,1,0.0,0.0,377,kafoodle_pantry
allergen,gluten_barley,1,0.0,0.0,377,kafoodle_pantry
allergen,gluten_oats,1,0.0,0.0,377,kafoodle_pantry
allergen,gluten_rye,1,0.0,0.0,377,kafoodle_pantry
allergen,gluten_wheat,1,0.0,0.0,377,kafoodle_pantry
allergen,lupin,1,0.0,0.0,377,kafoodle_pantry
allergen,milk,1,0.0,0.0,377,kafoodle_pantry
allergen,molluscs,1,0.0,0.0,377,kafoodle_pantry
allergen,mustard,1,0.0,0.0,377,kafoodle_pantry
allergen,nuts,1,0.0,0.0,377,kafoodle_pantry
allergen,nuts_almonds,1,0.0,0.0,377,kafoodle_pantry
allergen,nuts_brazil,1,0.0,0.0,377,kafoodle_pantry
allergen,nuts_cashews,1,0.0,0.0,377,kafoodle_pantry
allergen,nuts_hazelnuts,1,0.0,0.0,377,kafoodle_pantry
allergen,nuts_macadamia,1,0.0,0.0,377,kafoodle_pantry
allergen,nuts_pecans,1,0.0,0.0,377,kafoodle_pantry
allergen,nuts_pistachios,1,0.0,0.0,377,kafoodle_pantry
allergen,nuts_walnuts,1,0.0,0.0,377,kafoodle_pantry
allergen,peanuts,1,0.0,0.0,377,kafoodle_pantry
allergen,sesame_seeds,1,0.0,0.0,377,kafoodle_pantry
allergen,soya,1,0.0,0.0,377,kafoodle_pantry
allergen,sulphur_dioxide,1,1.0,0.0,377,kafoodle_pantry
allergen,celery,19,0.0,0.0,379,kafoodle_pantry
allergen,crustaceans,19,0.0,0.0,379,kafoodle_pantry
allergen,eggs,19,0.0,0.0,379,kafoodle_pantry
allergen,fish,19,0.0,0.0,379,kafoodle_pantry
allergen,gluten,19,0.0,0.0,379,kafoodle_pantry
allergen,gluten_barley,19,0.0,0.0,379,kafoodle_pantry
allergen,gluten_oats,19,0.0,0.0,379,kafoodle_pantry
allergen,gluten_rye,19,0.0,0.0,379,kafoodle_pantry
allergen,gluten_wheat,19,0.0,0.0,379,kafoodle_pantry
allergen,lupin,19,0.0,0.0,379,kafoodle_pantry
allergen,milk,19,0.0,0.0,379,kafoodle_pantry
allergen,molluscs,19,0.0,0.0,379,kafoodle_pantry
allergen,mustard,19,0.0,0.0,379,kafoodle_pantry
allergen,nuts,19,0.0,0.0,379,kafoodle_pantry
allergen,nuts_almonds,19,0.0,0.0,379,kafoodle_pantry
allergen,nuts_brazil,19,0.0,0.0,379,kafoodle_pantry
allergen,nuts_cashews,19,0.0,0.0,379,kafoodle_pantry
allergen,nuts_hazelnuts,19,0.0,0.0,379,kafoodle_pantry
allergen,nuts_macadamia,19,0.0,0.0,379,kafoodle_pantry
allergen,nuts_pecans,19,0.0,0.0,379,kafoodle_pantry
allergen,nuts_pistachios,19,0.0,0.0,379,kafoodle_pantry
allergen,nuts_walnuts,19,0.0,0.0,379,kafoodle_pantry
allergen,peanuts,19,0.0,0.0,379,kafoodle_pantry
allergen,sesame_seeds,19,0.0,0.0,379,kafoodle_pantry
allergen,soya,19,0.0,0.0,379,kafoodle_pantry
allergen,sulphur_dioxide,19,0.0,0.0,379,kafoodle_pantry
allergen,celery,11,0.0,0.0,380,kafoodle_pantry
allergen,crustaceans,11,0.0,0.0,380,kafoodle_pantry
allergen,eggs,11,0.0,0.0,380,kafoodle_pantry
allergen,fish,11,0.0,0.0,380,kafoodle_pantry
allergen,gluten,11,0.0,0.0,380,kafoodle_pantry
allergen,gluten_barley,11,0.0,0.0,380,kafoodle_pantry
allergen,gluten_oats,11,0.0,0.0,380,kafoodle_pantry
allergen,gluten_rye,11,0.0,0.0,380,kafoodle_pantry
allergen,gluten_wheat,11,0.0,0.0,380,kafoodle_pantry
allergen,lupin,11,0.0,0.0,380,kafoodle_pantry
allergen,milk,11,0.0,0.0,380,kafoodle_pantry
allergen,molluscs,11,0.0,0.0,380,kafoodle_pantry
allergen,mustard,11,0.0,0.0,380,kafoodle_pantry
allergen,nuts,11,0.0,0.0,380,kafoodle_pantry
allergen,nuts_almonds,11,0.0,0.0,380,kafoodle_pantry
allergen,nuts_brazil,11,0.0,0.0,380,kafoodle_pantry
allergen,nuts_cashews,11,0.0,0.0,380,kafoodle_pantry
allergen,nuts_hazelnuts,11,0.0,0.0,380,kafoodle_pantry
allergen,nuts_macadamia,11,0.0,0.0,380,kafoodle_pantry
allergen,nuts_pecans,11,0.0,0.0,380,kafoodle_pantry
allergen,nuts_pistachios,11,0.0,0.0,380,kafoodle_pantry
allergen,nuts_walnuts,11,0.0,0.0,380,kafoodle_pantry
allergen,peanuts,11,0.0,0.0,380,kafoodle_pantry
allergen,sesame_seeds,11,0.0,0.0,380,kafoodle_pantry
allergen,soya,11,0.0,0.0,380,kafoodle_pantry
allergen,sulphur_dioxide,11,0.0,0.0,380,kafoodle_pantry
allergen,celery,9,0.0,0.0,587,kafoodle_pantry
allergen,crustaceans,9,0.0,0.0,587,kafoodle_pantry
allergen,eggs,9,0.0,0.0,587,kafoodle_pantry
allergen,fish,9,0.0,0.0,587,kafoodle_pantry
allergen,gluten,9,0.0,0.0,587,kafoodle_pantry
allergen,gluten_barley,9,0.0,0.0,587,kafoodle_pantry
allergen,gluten_oats,9,0.0,0.0,587,kafoodle_pantry
allergen,gluten_rye,9,0.0,0.0,587,kafoodle_pantry
allergen,gluten_wheat,9,0.0,0.0,587,kafoodle_pantry
allergen,lupin,9,0.0,0.0,587,kafoodle_pantry
allergen,milk,9,0.0,0.0,587,kafoodle_pantry
allergen,molluscs,9,0.0,0.0,587,kafoodle_pantry
allergen,mustard,9,0.0,0.0,587,kafoodle_pantry
allergen,nuts,9,0.0,0.0,587,kafoodle_pantry
allergen,nuts_almonds,9,0.0,0.0,587,kafoodle_pantry
allergen,nuts_brazil,9,0.0,0.0,587,kafoodle_pantry
allergen,nuts_cashews,9,0.0,0.0,587,kafoodle_pantry
allergen,nuts_hazelnuts,9,0.0,0.0,587,kafoodle_pantry
allergen,nuts_macadamia,9,0.0,0.0,587,kafoodle_pantry
allergen,nuts_pecans,9,0.0,0.0,587,kafoodle_pantry
allergen,nuts_pistachios,9,0.0,0.0,587,kafoodle_pantry
allergen,nuts_walnuts,9,0.0,0.0,587,kafoodle_pantry
allergen,peanuts,9,0.0,0.0,587,kafoodle_pantry
allergen,sesame_seeds,9,0.0,0.0,587,kafoodle_pantry
allergen,soya,9,0.0,0.0,587,kafoodle_pantry
allergen,sulphur_dioxide,9,0.0,0.0,587,kafoodle_pantry
allergen,celery,3,0.0,0.0,383,kafoodle_pantry
allergen,crustaceans,3,0.0,0.0,383,kafoodle_pantry
allergen,eggs,3,0.0,0.0,383,kafoodle_pantry
allergen,fish,3,0.0,0.0,383,kafoodle_pantry
allergen,gluten,3,0.0,0.0,383,kafoodle_pantry
allergen,gluten_barley,3,0.0,0.0,383,kafoodle_pantry
allergen,gluten_oats,3,0.0,0.0,383,kafoodle_pantry
allergen,gluten_rye,3,0.0,0.0,383,kafoodle_pantry
allergen,gluten_wheat,3,0.0,0.0,383,kafoodle_pantry
allergen,lupin,3,0.0,0.0,383,kafoodle_pantry
allergen,milk,3,0.0,0.0,383,kafoodle_pantry
allergen,molluscs,3,0.0,0.0,383,kafoodle_pantry
allergen,mustard,3,0.0,0.0,383,kafoodle_pantry
allergen,nuts,3,0.0,0.0,383,kafoodle_pantry
allergen,nuts_almonds,3,0.0,0.0,383,kafoodle_pantry
allergen,nuts_brazil,3,0.0,0.0,383,kafoodle_pantry
allergen,nuts_cashews,3,0.0,0.0,383,kafoodle_pantry
allergen,nuts_hazelnuts,3,0.0,0.0,383,kafoodle_pantry
allergen,nuts_macadamia,3,0.0,0.0,383,kafoodle_pantry
allergen,nuts_pecans,3,0.0,0.0,383,kafoodle_pantry
allergen,nuts_pistachios,3,0.0,0.0,383,kafoodle_pantry
allergen,nuts_walnuts,3,0.0,0.0,383,kafoodle_pantry
allergen,peanuts,3,0.0,0.0,383,kafoodle_pantry
allergen,sesame_seeds,3,0.0,0.0,383,kafoodle_pantry
allergen,soya,3,0.0,0.0,383,kafoodle_pantry
allergen,sulphur_dioxide,3,0.0,0.5,383,kafoodle_pantry
allergen,celery,5,0.0,0.0,384,kafoodle_pantry
allergen,crustaceans,5,0.0,0.0,384,kafoodle_pantry
allergen,eggs,5,0.0,0.0,384,kafoodle_pantry
allergen,fish,5,0.0,0.0,384,kafoodle_pantry
allergen,gluten,5,0.0,0.25,384,kafoodle_pantry
allergen,gluten_barley,5,0.0,0.25,384,kafoodle_pantry
allergen,gluten_oats,5,0.0,0.25,384,kafoodle_pantry
allergen,gluten_rye,5,0.0,0.25,384,kafoodle_pantry
allergen,gluten_wheat,5,0.0,0.25,384,kafoodle_pantry
allergen,lupin,5,0.0,0.0,384,kafoodle_pantry
allergen,milk,5,0.0,0.0,384,kafoodle_pantry
allergen,molluscs,5,0.0,0.0,384,kafoodle_pantry
allergen,mustard,5,0.0,0.0,384,kafoodle_pantry
allergen,nuts,5,0.0,0.0,384,kafoodle_pantry
allergen,nuts_almonds,5,0.0,0.0,384,kafoodle_pantry
allergen,nuts_brazil,5,0.0,0.0,384,kafoodle_pantry
allergen,nuts_cashews,5,0.0,0.0,384,kafoodle_pantry
allergen,nuts_hazelnuts,5,0.0,0.0,384,kafoodle_pantry
allergen,nuts_macadamia,5,0.0,0.0,384,kafoodle_pantry
allergen,nuts_pecans,5,0.0,0.0,384,kafoodle_pantry
allergen,nuts_pistachios,5,0.0,0.0,384,kafoodle_pantry
allergen,nuts_walnuts,5,0.0,0.0,384,kafoodle_pantry
allergen,peanuts,5,0.0,0.0,384,kafoodle_pantry
allergen,sesame_seeds,5,0.0,0.0,384,kafoodle_pantry
allergen,soya,5,0.0,0.0,384,kafoodle_pantry
allergen,sulphur_dioxide,5,1.0,0.5,384,kafoodle_pantry
allergen,celery,7,0.0,0.0,386,kafoodle_pantry
allergen,crustaceans,7,0.0,0.0,386,kafoodle_pantry
allergen,eggs,7,0.0,0.0,386,kafoodle_pantry
allergen,fish,7,0.0,0.0,386,kafoodle_pantry
allergen,gluten,7,0.0,0.0,386,kafoodle_pantry
allergen,gluten_barley,7,0.0,0.0,386,kafoodle_pantry
allergen,gluten_oats,7,0.0,0.0,386,kafoodle_pantry
allergen,gluten_rye,7,0.0,0.0,386,kafoodle_pantry
allergen,gluten_wheat,7,0.0,0.0,386,kafoodle_pantry
allergen,lupin,7,0.0,0.0,386,kafoodle_pantry
allergen,milk,7,0.0,0.0,386,kafoodle_pantry
allergen,molluscs,7,0.0,0.0,386,kafoodle_pantry
allergen,mustard,7,0.0,0.0,386,kafoodle_pantry
allergen,nuts,7,0.0,0.0,386,kafoodle_pantry
allergen,nuts_almonds,7,0.0,0.0,386,kafoodle_pantry
allergen,nuts_brazil,7,0.0,0.0,386,kafoodle_pantry
allergen,nuts_cashews,7,0.0,0.0,386,kafoodle_pantry
allergen,nuts_hazelnuts,7,0.0,0.0,386,kafoodle_pantry
allergen,nuts_macadamia,7,0.0,0.0,386,kafoodle_pantry
allergen,nuts_pecans,7,0.0,0.0,386,kafoodle_pantry
allergen,nuts_pistachios,7,0.0,0.0,386,kafoodle_pantry
allergen,nuts_walnuts,7,0.0,0.0,386,kafoodle_pantry
allergen,peanuts,7,0.0,0.0,386,kafoodle_pantry
allergen,sesame_seeds,7,0.0,0.0,386,kafoodle_pantry
allergen,soya,7,0.0,0.0,386,kafoodle_pantry
allergen,sulphur_dioxide,7,0.0,0.0,386,kafoodle_pantry
allergen,celery,4,0.0,0.0,387,kafoodle_pantry
allergen,crustaceans,4,0.0,0.0,387,kafoodle_pantry
allergen,eggs,4,0.0,0.0,387,kafoodle_pantry
allergen,fish,4,0.0,0.0,387,kafoodle_pantry
allergen,gluten,4,0.0,0.0,387,kafoodle_pantry
allergen,gluten_barley,4,0.0,0.0,387,kafoodle_pantry
allergen,gluten_oats,4,0.0,0.0,387,kafoodle_pantry
allergen,gluten_rye,4,0.0,0.0,387,kafoodle_pantry
allergen,gluten_wheat,4,0.0,0.0,387,kafoodle_pantry
allergen,lupin,4,0.0,0.0,387,kafoodle_pantry
allergen,milk,4,0.0,0.0,387,kafoodle_pantry
allergen,molluscs,4,0.0,0.0,387,kafoodle_pantry
allergen,mustard,4,0.0,0.0,387,kafoodle_pantry
allergen,nuts,4,0.0,0.0,387,kafoodle_pantry
allergen,nuts_almonds,4,0.0,0.0,387,kafoodle_pantry
allergen,nuts_brazil,4,0.0,0.0,387,kafoodle_pantry
allergen,nuts_cashews,4,0.0,0.0,387,kafoodle_pantry
allergen,nuts_hazelnuts,4,0.0,0.0,387,kafoodle_pantry
allergen,nuts_macadamia,4,0.0,0.0,387,kafoodle_pantry
allergen,nuts_pecans,4,0.0,0.0,387,kafoodle_pantry
allergen,nuts_pistachios,4,0.0,0.0,387,kafoodle_pantry
allergen,nuts_walnuts,4,0.0,0.0,387,kafoodle_pantry
allergen,peanuts,4,0.0,0.0,387,kafoodle_pantry
allergen,sesame_seeds,4,0.0,0.0,387,kafoodle_pantry
allergen,soya,4,0.0,0.0,387,kafoodle_pantry
allergen,sulphur_dioxide,4,0.0,0.3333333333333333,387,kafoodle_pantry
allergen,celery,4,0.0,0.0,590,kafoodle_pantry
allergen,crustaceans,4,0.0,0.0,590,kafoodle_pantry
allergen,eggs,4,0.0,0.0,590,kafoodle_pantry
allergen,fish,4,0.0,0.0,590,kafoodle_pantry
allergen,gluten,4,0.0,0.0,590,kafoodle_pantry
allergen,gluten_barley,4,0.0,0.0,590,kafoodle_pantry
allergen,gluten_oats,4,0.0,0.0,590,kafoodle_pantry
allergen,gluten_rye,4,0.0,0.0,590,kafoodle_pantry
allergen,gluten_wheat,4,0.0,0.0,590,kafoodle_pantry
allergen,lupin,4,0.0,0.0,590,kafoodle_pantry
allergen,milk,4,0.0,0.0,590,kafoodle_pantry
allergen,molluscs,4,0.0,0.0,590,kafoodle_pantry
allergen,mustard,4,0.0,0.0,590,kafoodle_pantry
allergen,nuts,4,0.0,0.0,590,kafoodle_pantry
allergen,nuts_almonds,4,0.0,0.0,590,kafoodle_pantry
allergen,nuts_brazil,4,0.0,0.0,590,kafoodle_pantry
allergen,nuts_cashews,4,0.0,0.0,590,kafoodle_pantry
allergen,nuts_hazelnuts,4,0.0,0.0,590,kafoodle_pantry
allergen,nuts_macadamia,4,0.0,0.0,590,kafoodle_pantry
allergen,nuts_pecans,4,0.0,0.0,590,kafoodle_pantry
allergen,nuts_pistachios,4,0.0,0.0,590,kafoodle_pantry
allergen,nuts_walnuts,4,0.0,0.0,590,kafoodle_pantry
allergen,peanuts,4,0.0,0.0,590,kafoodle_pantry
allergen,sesame_seeds,4,0.0,0.0,590,kafoodle_pantry
allergen,soya,4,0.0,0.0,590,kafoodle_pantry
allergen,sulphur_dioxide,4,0.0,0.0,590,kafoodle_pantry
allergen,celery,2,0.0,0.0,592,kafoodle_pantry
allergen,crustaceans,2,0.0,0.0,592,kafoodle_pantry
allergen,eggs,2,0.0,0.0,592,kafoodle_pantry
allergen,fish,2,0.0,0.0,592,kafoodle_pantry
allergen,gluten,2,0.0,0.0,592,kafoodle_pantry
allergen,gluten_barley,2,0.0,0.0,592,kafoodle_pantry
allergen,gluten_oats,2,0.0,0.0,592,kafoodle_pantry
allergen,gluten_rye,2,0.0,0.0,592,kafoodle_pantry
allergen,gluten_wheat,2,0.0,0.0,592,kafoodle_pantry
allergen,lupin,2,0.0,0.0,592,kafoodle_pantry
allergen,milk,2,0.0,0.0,592,kafoodle_pantry
allergen,molluscs,2,0.0,0.0,592,kafoodle_pantry
allergen,mustard,2,0.0,0.0,592,kafoodle_pantry
allergen,nuts,2,0.0,0.0,592,kafoodle_pantry
allergen,nuts_almonds,2,0.0,0.0,592,kafoodle_pantry
allergen,nuts_brazil,2,0.0,0.0,592,kafoodle_pantry
allergen,nuts_cashews,2,0.0,0.0,592,kafoodle_pantry
allergen,nuts_hazelnuts,2,0.0,0.0,592,kafoodle_pantry
allergen,nuts_macadamia,2,0.0,0.0,592,kafoodle_pantry
allergen,nuts_pecans,2,0.0,0.0,592,kafoodle_pantry
allergen,nuts_pistachios,2,0.0,0.0,592,kafoodle_pantry
allergen,nuts_walnuts,2,0.0,0.0,592,kafoodle_pantry
